uniqueCandidateId,voterNumber,ballotNumber,partyNameArabic,partyNameEnglish,candidateSequence,nominationType,governorate,sex,fullNameArabic,fullNameEnglish,email,phone,bio,photoUrl,coverPhotoUrl,verificationStatus,verificationDocuments,verifiedAt,verifiedBy,profileCompletionPercent,viewsCount,supportersCount,postsCount,eventsCount,sourceFile,metadataH1,metadataH2,createdAt,updatedAt,lastActiveAt
"BAG-ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 853, dtype: object-002759",2759,"ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 853, dtype: object",,,6,Alliance,Baghdad,MALE,Ahmed Faraj Hammadi Al-Aithawi plows,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.648019,2025-10-17T16:36:22.648019,
"NIN-ballotNumber                         290 
ballotNumber    Nineveh First All-\niance
Name: 854, dtype: object-007473",7473,"ballotNumber                         290 
ballotNumber    Nineveh First All-\niance
Name: 854, dtype: object",,,13,Alliance,Nineveh,MALE,Ahmed Faris Hazem Younis Al-Rifai,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.657591,2025-10-17T16:36:22.657591,
"BAG-ballotNumber                 271 
ballotNumber    Services Alliance
Name: 855, dtype: object-004484",4484,"ballotNumber                 271 
ballotNumber    Services Alliance
Name: 855, dtype: object",,,87,Alliance,Baghdad,MALE,Ahmed Farouk Farman Abdi Al-Qara Walos,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.663072,2025-10-17T16:36:22.663072,
"KIR-ballotNumber                            222 
ballotNumber    Patriotic Union of Kurdistan
Name: 856, dtype: object-006154",6154,"ballotNumber                            222 
ballotNumber    Patriotic Union of Kurdistan
Name: 856, dtype: object",,,6,Party,Kirkuk,MALE,"Ahmed Fateh Mustafa Ah-
med",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.667581,2025-10-17T16:36:22.667581,
"NIN-ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 857, dtype: object-006910",6910,"ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 857, dtype: object",,,30,Alliance,Nineveh,MALE,Ahmed Fatji Mohammed Shihab Al-Abidi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.669600,2025-10-17T16:36:22.669600,
"NIN-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 858, dtype: object-006632",6632,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 858, dtype: object",,,3,Party,Nineveh,MALE,Ahmed Ghanem Hamid Sultan Hamid,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.672101,2025-10-17T16:36:22.672101,
"SAL-ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 859, dtype: object-005609",5609,"ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 859, dtype: object",,,19,Alliance,Saladin,MALE,Ahmed Ghanem Mishaan Sayhoud Al-Shammari,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.675109,2025-10-17T16:36:22.675109,
"DHI-ballotNumber                          230 
ballotNumber    Al-Arafari Al-Ithar\nParty
Name: 860, dtype: object-005151",5151,"ballotNumber                          230 
ballotNumber    Al-Arafari Al-Ithar\nParty
Name: 860, dtype: object",,,1,Party,Dhi Qar,MALE,Ahmed Ghassan Y. Sarfan Yousef Al-Khafaji,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.677618,2025-10-17T16:36:22.677618,
"DIY-ballotNumber                        249 
ballotNumber    Diyala First Allia-\nnce
Name: 861, dtype: object-004880",4880,"ballotNumber                        249 
ballotNumber    Diyala First Allia-\nnce
Name: 861, dtype: object",,,4,Alliance,Diyala,MALE,Ahmed Ghazi Abdul Haseer N Al-Tamimiyi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.680652,2025-10-17T16:36:22.680652,
"DIY-ballotNumber      203 
ballotNumber    Stable
Name: 862, dtype: object-004678",4678,"ballotNumber      203 
ballotNumber    Stable
Name: 862, dtype: object",,,24,Party,Diyala,MALE,"Ahmed Ghazi Sadr Hasir N       Al-
Nasir Y",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.683648,2025-10-17T16:36:22.683648,
"BAB-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 863, dtype: object-001828",1828,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 863, dtype: object",,,6,Alliance,Babylon,MALE,Ahmed Habib hit me Al-Abbasi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.685647,2025-10-17T16:36:22.685647,
"BAG-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 864, dtype: object-002482",2482,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 864, dtype: object",,,38,Alliance,Baghdad,MALE,Ahmed Hadi Abdul Shalal Al-Akthi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.687646,2025-10-17T16:36:22.687646,
"BAB-ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 865, dtype: object-002218",2218,"ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 865, dtype: object",,,10,Alliance,Babylon,MALE,Ahmed Hadi Obaid Hajem Al-Kawam,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.689650,2025-10-17T16:36:22.689650,
"NIN-ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 866, dtype: object-006745",6745,"ballotNumber              236 
ballotNumber    Al-Omran Party
Name: 866, dtype: object",,,4,Party,Nineveh,MALE,"Ahmed Haitham Khaled Mustafa
Fikret",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.691647,2025-10-17T16:36:22.691647,
"SUL-ballotNumber                              285 
ballotNumber    Kurdistan Justice Group / Iraq
Name: 867, dtype: object-001054",1054,"ballotNumber                              285 
ballotNumber    Kurdistan Justice Group / Iraq
Name: 867, dtype: object",,,2,Party,Sulaymaniyah,MALE,Ahmed Hama Rashid Ahmed Mohammed,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.693647,2025-10-17T16:36:22.693647,
"NIN-ballotNumber               240 
ballotNumber    National masses
Name: 868, dtype: object-006851",6851,"ballotNumber               240 
ballotNumber    National masses
Name: 868, dtype: object",,,33,Party,Nineveh,MALE,Ahmed Hamad Mahmoud Abdullah Al-Mulla,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.696783,2025-10-17T16:36:22.696783,
"DIY-ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 869, dtype: object-004737",4737,"ballotNumber                                              221 
ballotNumber    National Sovereignty Alliance - Le-\ngislation
Name: 869, dtype: object",,,23,Alliance,Diyala,MALE,Ahmed Hamdan Jameel Rashid Al-Qaisi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.696783,2025-10-17T16:36:22.696783,
"DIY-ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 870, dtype: object-004777",4777,"ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 870, dtype: object",,,8,Alliance,Diyala,MALE,Ahmed Hamed Abdul Rahim Abbas Al-Tuwaijri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.696783,2025-10-17T16:36:22.696783,
"NIN-ballotNumber              255 
ballotNumber    Progress Party
Name: 871, dtype: object-007029",7029,"ballotNumber              255 
ballotNumber    Progress Party
Name: 871, dtype: object",,,28,Party,Nineveh,MALE,Ahmed Hamed Ahmed Hamdan Al-Suwaidi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.696783,2025-10-17T16:36:22.696783,
"BAB-ballotNumber                                            210 
ballotNumber          Perception move-\n                ment
Name: 872, dtype: object-001881",1881,"ballotNumber                                            210 
ballotNumber          Perception move-\n                ment
Name: 872, dtype: object",,,25,Party,Babylon,MALE,Ahmed Hamed Ali Abdel Khalidi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.696783,2025-10-17T16:36:22.696783,
"ANB-ballotNumber              255 
ballotNumber    Progress Party
Name: 873, dtype: object-000245",245,"ballotNumber              255 
ballotNumber    Progress Party
Name: 873, dtype: object",,,2,Party,Anbar,MALE,Ahmed Hamed KhalafGhada Al-Jabri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.709770,2025-10-17T16:36:22.709770,
"ANB-ballotNumber                     205 
ballotNumber    Anbar is our identity
Name: 874, dtype: object-000138",138,"ballotNumber                     205 
ballotNumber    Anbar is our identity
Name: 874, dtype: object",,,30,Alliance,Anbar,MALE,Ahmed Hamid Ali Kharmit Al-Abdelii,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.709770,2025-10-17T16:36:22.709770,
"BAG-ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 875, dtype: object-003303",3303,"ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 875, dtype: object",,,111,Alliance,Baghdad,MALE,Ahmed Hamid Hasirn Aboud Al-Dulaimiyi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.714682,2025-10-17T16:36:22.714682,
"ANB-ballotNumber                         266 
ballotNumber    Alliance of Excelle-\nnce
Name: 876, dtype: object-000280",280,"ballotNumber                         266 
ballotNumber    Alliance of Excelle-\nnce
Name: 876, dtype: object",,,7,Alliance,Anbar,MALE,Ahmed Hamid Khalafkasar,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.717674,2025-10-17T16:36:22.717674,
"THE-ballotNumber               251 
ballotNumber    Rights Movement
Name: 877, dtype: object-001445",1445,"ballotNumber               251 
ballotNumber    Rights Movement
Name: 877, dtype: object",,,9,Party,The two,MALE,Ahmed Hamid Mazloum Salman Alikat,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.717674,2025-10-17T16:36:22.717674,
"THE-ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 878, dtype: object-000861",861,"ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 878, dtype: object",,,1,Alliance,The egg,MALE,"Ahmed Hamid Mohammed Tafer
Y Ali Al-Sahalani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.717674,2025-10-17T16:36:22.717674,
"BAB-ballotNumber      223 
ballotNumber    Coming
Name: 879, dtype: object-001948",1948,"ballotNumber      223 
ballotNumber    Coming
Name: 879, dtype: object",,,3,Party,Babylon,MALE,Ahmed Hamid Obaid Rasn Y Al-Khafaji,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.725458,2025-10-17T16:36:22.725458,
"ANB-ballotNumber                     205 
ballotNumber    Anbar is our identity
Name: 880, dtype: object-000114",114,"ballotNumber                     205 
ballotNumber    Anbar is our identity
Name: 880, dtype: object",,,6,Alliance,Anbar,MALE,"Ahmed Hamid Sarrar Free
Farhan Al-Alwani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.725458,2025-10-17T16:36:22.725458,
"KIR-ballotNumber                      204 
ballotNumber    Iraqi Alliance, Kirkuk
Name: 881, dtype: object-006098",6098,"ballotNumber                      204 
ballotNumber    Iraqi Alliance, Kirkuk
Name: 881, dtype: object",,,14,Alliance,Kirkuk,MALE,Ahmed Haseer N Abdullah Amouri Al-Sabaji,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.725458,2025-10-17T16:36:22.725458,
"KIR-ballotNumber              255 
ballotNumber    Progress Party
Name: 882, dtype: object-006241",6241,"ballotNumber              255 
ballotNumber    Progress Party
Name: 882, dtype: object",,,5,Party,Kirkuk,MALE,"Ahmed Haseer N Deflah and Samiy
Al-Asaafni",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.725458,2025-10-17T16:36:22.725458,
"KAR-ballotNumber                                          263 
ballotNumber    Ahmed Haseer N Ibn Al-Fatwa Al-\nMubarakah
Name: 883, dtype: object-006084",6084,"ballotNumber                                          263 
ballotNumber    Ahmed Haseer N Ibn Al-Fatwa Al-\nMubarakah
Name: 883, dtype: object",,,1,"  Pe-
rson",Karbala,MALE,"Ahmed Haseer N Falih Hassan Al-
Asadi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.725458,2025-10-17T16:36:22.725458,
"THE-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 884, dtype: object-000675",675,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 884, dtype: object",,,13,Alliance,The egg,MALE,"Ahmed Haseer N Hajim Mahoud Al-
Maliki",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.725458,2025-10-17T16:36:22.725458,
"DIY-ballotNumber      203 
ballotNumber    Stable
Name: 885, dtype: object-004656",4656,"ballotNumber      203 
ballotNumber    Stable
Name: 885, dtype: object",,,2,Party,Diyala,MALE,Ahmed Haseer N Mahmoud Dagher Al-Khalidi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.725458,2025-10-17T16:36:22.725458,
"NAJ-ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 886, dtype: object-001747",1747,"ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 886, dtype: object",,,3,Alliance,Najaf,MALE,"Ahmed Haseer N Nehab Moh-
sen",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.741527,2025-10-17T16:36:22.741527,
"NIN-ballotNumber                      281 
ballotNumber    Nineveh People's Union
Name: 887, dtype: object-007343",7343,"ballotNumber                      281 
ballotNumber    Nineveh People's Union
Name: 887, dtype: object",,,13,Alliance,Nineveh,MALE,"Ahmed Haseer N Taha Ha-
seer N",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.747872,2025-10-17T16:36:22.747872,
"NIN-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 888, dtype: object-006667",6667,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 888, dtype: object",,,38,Party,Nineveh,MALE,Ahmed Hashem Ismail Ahmed,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.747872,2025-10-17T16:36:22.747872,
"BAG-ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 889, dtype: object-003117",3117,"ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 889, dtype: object",,,92,Alliance,Baghdad,MALE,"Ahmed Hashem Karim Ali Al-
Hali",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.747872,2025-10-17T16:36:22.747872,
"NAJ-ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 890, dtype: object-001727",1727,"ballotNumber                      257 
ballotNumber    State of Law Coalition
Name: 890, dtype: object",,,7,Alliance,Najaf,MALE,Ahmed Hasir Abd Shaib Aman Al-Nayli,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.747872,2025-10-17T16:36:22.747872,
"KIR-ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 891, dtype: object-006274",6274,"ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 891, dtype: object",,,9,Alliance,Kirkuk,MALE,Ahmed Hasir Ahmed KhalafAl-Jubouri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.747872,2025-10-17T16:36:22.747872,
"NAJ-ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 892, dtype: object-001592",1592,"ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 892, dtype: object",,,6,Alliance,Najaf,MALE,"Ahmed Hasiran Abu Souda Hasiran Al
Shamri",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.757958,2025-10-17T16:36:22.757958,
"DHI-ballotNumber           233 
ballotNumber    The machine
Name: 893, dtype: object-005253",5253,"ballotNumber           233 
ballotNumber    The machine
Name: 893, dtype: object",,,29,Party,Dhi Qar,MALE,Ahmed Hasirn Ajil Matnash Al-Zirjawi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.763194,2025-10-17T16:36:22.763194,
"DIY-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 894, dtype: object-004699",4699,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 894, dtype: object",,,12,Party,Diyala,MALE,"Ahmed Hasirn Saadoun Khalaf
Al-Tamimi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.763194,2025-10-17T16:36:22.763194,
"DHI-ballotNumber                  245 
ballotNumber    Canon's secr-\nets
Name: 895, dtype: object-005358",5358,"ballotNumber                  245 
ballotNumber    Canon's secr-\nets
Name: 895, dtype: object",,,20,Party,Dhi Qar,MALE,Ahmed Hassan Abdel Hajouj Al-Ghazi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.763194,2025-10-17T16:36:22.763194,
"BAB-ballotNumber                     213 
ballotNumber    Al-Fawzakho gathering
Name: 896, dtype: object-001909",1909,"ballotNumber                     213 
ballotNumber    Al-Fawzakho gathering
Name: 896, dtype: object",,,21,Party,Babylon,MALE,Ahmed Hassan Ali Obaid Al-Maamouri,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.771866,2025-10-17T16:36:22.771866,
"BAB-ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 897, dtype: object-001812",1812,"ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 897, dtype: object",,,23,Party,Babylon,MALE,Ahmed Hassan Awda Zaal Al-Ghanmiyi,,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:22.773624,2025-10-17T16:36:22.773624,
